review,rating,categories
this apps is high recommend to all.i love this apss,5,user friendliness
Great app. Convenient. Much greater app than the newer version,5,user friendliness
"One of the most straightforward digital bank and until now, I haven't encountered issues using its functionalities. One of the best thing for me is the limited (3x/month) FREE withdrawals on Bancnet and unli on EW ATMs. I just hope they would increase the interest rate but other digital banks will just do that job for me. This app well deserved a full ⭐✨💫🌟🌠",5,feature accessibility /  user incentive
I prefer the old app as it has load globe and transfer to other accounts function.,5,feature accessibility
"There are rows and rows regulations eyes, entertain and support, to borrow some money",5,user friendliness
App is not working after doing the upgrade. I uninstalled and reinstalled the app but still not working.,2,feature accessibility
"Lousy App. Kept trying to log in but security sends sms message to ""add device"". After replying with add device no OTP is sent. Big company couldn't afford quality app.",1,security features
Thank you. Very convenient. I hope there is a way to change payment dues.,5,leniency
I've recommended Pesobuffet to all my friends and family in need of a loan. The app's security features and top-notch customer service have given me peace of mind during a typically stressful process.,5,customer service
This Apps is Good but the agents so annoying don't have good manners non stop sending messages is so harrassing me and my relatives please do not download this Apps,1,leniency
Very nice apps 0% percent interest in first loan fast approval. Low fees . I hope in my next loan is higher🫰🫰🫰,4,loan interest /  transaction approval /  transaction speed
What's up with all these negative reviews?? Newbie here. Yes they might review our application abit longer than we expected...all we need to do is wait. Just chill and relax. My application got approved within 3 days. So far havent got any problem. Got my debit card after 7 working days☺️. Looking forward.....very happy. Thanks KOMO,5,transaction approval /  transaction speed
Mahirap mag dating ang code😤😤,2,security features
"Tried their new deposit money feature but it was a complete failure. I was deducted from my other bank but it never went to Komo. Asked their customer service about it but they kept pointing me to the other bank, when it was clearly their new feature's fault. Edit: They credited it back after 3 weeks of bugging them via e-mail, and proving the other bank is not at fault but theirs.",1,customer service
"So difficult to transfer funds. Upon selecting biller or payee, the dialogue box telling that i havent used the app for a while appears and i am getting signed out automatically. How do u define for a while? a blink of an eye?",1,feature accessibility
Transfers are delayed for 3 days now and counting,1,transaction speed
"Paid on time and in advance but instead of getting an increase, they lower my credit limit from 1500 to 1200, nakakaloka haha, dapat ba di magbyad on time or advance?",2,leniency
Nanghaharrass kayo kahit one day overdue..gamit ibat ibang number ng agent niyo Kinontak niyo agad ang mga reference ko Grabe kayo.. Pinagbabantaan niyo pa ko pati contacts ko.. I filed a complain already...,1,leniency
Very Convenient and safe!,5,transaction legitimacy
Beware of this app. The interest fee is too high. If only i can give zero star for this app i will definitely do it. And if ever you have and past due payment they will call all the contacts in your phone and talk very rude to each person they will talk too. I have reach the customer service that i cannot pay on time. But they will refuse you to have extensions. This app is suck really. I will detele my account here PLEASE DO NOT USE THIS APP,1,customer service
Good service fast approval,5,customer service /  transaction approval /  transaction speed
Pesobuffet's customer service is unparalleled. The team is always available to answer my queries and provide helpful advice whenever I need it.,5,customer service
"This app love so much, easy to use",5,user friendliness
"no auto rejection, loan increases every after full payment and atleast it offers longer payment period and in installment basis. only, interest and processing fee are a bit high✌️✌️though not the best its much better than others",4,leniency
Fast transaction and good for approval,5,transaction approval /  transaction speed
"trustful and reliable, staff are well educated andrespectfull",5,transaction legitimacy /  customer service
ok ang app pero mas maganda kung sa app palang pwede ng mag apply for installment gaya ng iba kong cc like di ko na need pang tumawag for converting my straight payments into installments.,4,feature accessibility
It is easy to install and to submit applications hazzle free hope my loan will be approved,5,transaction speed
Easy processing of information. Waiting for the approval. Hope it won't reject me,4,transaction approval
It is a very useful software that brings us a lot of convenience. It is recommended to download it. I have recommended many friends to download it. It is not bad.,5,transaction flexibility
"The app is convenient as I don't have to log-in via browser anymore. One thing that I'm not satisfied for the moment is when I try to convert my purchase into installment. When I click ""Convert to Installment"" the app crashes everytime and shows a pop-up message that says ""Session Timeout"" - logged out due to inactivity. 2⭐ for now as it needs to be improved. Last update - can't login thru the app anymore but can still thru web browser.",1,transaction flexibility /  feature accessibility
good enough for time deposit long term and short term,4,leniency
very unfriendly app unable to register my account 👎👎👎,1,registration
Poor conectivity issues and very delayed other bank to Metrobank money transfers. Ano ba yan? Kung kailan may hinihintay akong money na ma-recieve don pa nagkakaissue ang metrobank. My anxiety could not handle this. Your app is getting worse everyday.,1,loading speed /  transaction speed
Amazing app and service! Highly recommended!,5,customer service
Mabilis legit at maasahan 100% ndi paasa sa tao,5,transaction legitimacy
"All I can...This LENDING ""FAST CASH"" IS SOOO EASY TO APPROVED MY APPLICATION!IT'S VERY HELPFUL FOR ME., ESPECIALLY NOW I'M IN A CRITICAL CONDITIONS FOR MY PERSONAL NEEDS!THANK YOU SO MUCH ""FAST CASH!I SALUTE YOU. ..",5,transaction speed
Napaka bagal ne system ng BDO digital bank subrang kaka dismaya tagal mag send ng OTp kaya dina tuloy na send yong pera ko kaka bwesit. Pati credit card ko di rin ma activate,1,security features
Tried to register but password is not accepted you need to put a lot characters which is annoying. I hope you delete my account,1,registration
Its easy to use,5,user friendliness
Needs forever to do a single transaction. When is this trash app be fixed?,1,feature accessibility
Unlike other banking app. This does not email transactions made on this app right after the transaction is done. Should also include account # even partially of 3rd party.,1,security features
Fast reliable,5,transaction legitimacy /  transaction speed
"Useless app! I just want to sign up for an online bank account but after years of filling out the infos needed, it will still give you an error message at the end. Frustrating!",1,registration
Very good accomodations,5,user friendliness
Hello please fix the financial information page. Di po maselect yung occupation walang drop down pero nirerequire niyo to proceed. Tsk!,2,feature accessibility
"The best so far,CIMB and GCASH. Sana lang madali nila nagagawan aksyon yung sa mga scammer na account. Tsk..",5,transaction legitimacy
Good banking system 100%,5,user friendliness
App needs more polishing. I kept going back to the same page over and over again.,1,feature accessibility
"Fast and easy,",5,transaction speed /  user friendliness
There is no option to close credit card,1,feature accessibility
"Ang laki ng bawas sa approve loan mo....granted ako ng 4500 and ma net ko lang ay 2k plus.... tapos ang ibabalik kong payment is 4,496...salamat nlang po!",2,transaction legitimacy /  loan interest
Napakaganda at napaka daling gamitin🥰,5,user friendliness
"nice application, agents are friendly. reloanable in an instant",5,user friendliness
"Expect late posting of transactions on app's transaction history, probably it is because of transaction float which is pretty normal. Also expect late reversal of transaction fees when you avail the 4 free withdrawals at non-Eastwest but Bancnet automated teller machines. Rest assured, money is in good hands. Support this app, pride of the Philippines.",5,transaction speed
Good app better and a lot of secure otp for better future,5,security features
"Error, keeps crashing, unresponsive, total waste!",1,feature accessibility
"Best digital bank I've known, with a very convinient way to transfer funds, save money, pay bills, buy loads, etc. And one of the highest interest rate when it comes of saving of money, also the most important thing I love about seabank is the free of charge in any of the fund transfers. ❤️‍🔥 Also the app is pretty secured, but I suggest also to upgrade it, like adding otp or any other transactions passwords to make it more secured.",5,savings interest /  transaction fees /  user incentive /  security features
Very easy and user friendly interface app along with Seabank digital banking.,5,user friendliness
Fast approval and very inteligent staff hospitable,5,transaction approval /  transaction speed
easy to use and quick to process loan. thanks for all the help,5,transaction speed /  user friendliness
"When opening the app, it crashes. I can't see my credit card info. Can you please fix this?",2,feature accessibility
easy to use app,5,user friendliness
Prooven and Trusted apps,5,transaction legitimacy
Sorry at first its good but now the apps always says mentainance specially on date of my payday its worst because I need to wait 2 to 3 days to withdraw using ATM. So bad. Hope you take actions about these.,1,maintenance
easy apply saValley loan. makakatulong kung nangangailangan sa lahat,5,user friendliness
"It's hard to get in touch with customer service. No one is ever replying on emails, live chat is unaccessible. They offers promos but not awarding it when you accomplished the said requirements.",1,customer service
I don't like this new version it's impossible to make transaction here. You have to call the customer service and even customer service won't answer. They don't answer solutions alternatively. This the most horrible experience I had in this new app. I hate it.,1,customer service
Hays napakahirap mag verify ng face need ata ito ng improvement,1,security features
A very dependable app. Simple banking at its best.,5,user friendliness
"Very trusted app! Wala ako masasabi sa smooth ng transacation. Makukuha mo agad within this day! Recommended ang app pwede niyo rin 'to magamit to maximize or expand your business, personal man o in case of emergency.",5,transaction speed
"Ang ganda ng feature easy and convenient, ang i got my debit card today. Thank you komo🥰",5,user friendliness
"Very Useful apps 👍 they let you borrow load 😉 and pay 14 day's ! But ,, I hope they will increase , because i only get 200 load .. on my 5x reloan 🥺🥺🥺",5,leniency
App not working fine,3,feature accessibility
No option na mag delete ng account I try today pero walang option to delete an account nag gather lang sila ng information medyo risky itong lending app. Think twice muna,1,feature accessibility /  data privacy
I love the komo app Simple&Easy to use Fast transaction.,5,transaction speed /  user friendliness
"Recommended by a friend, very satisfied with the service. The staff explained patiently. Products from big companies are very comfortable and safe to use!",5,customer service /  user friendliness /  transaction legitimacy
use less app filing data den automatic reject just gathering your data beware and playstore Junck this app ir block it dami mabibiktima to...,1,data privacy /  transaction approval
"Easy to loan,try it..",5,user friendliness
mobile check deposit does not work anymore. always photo validation failed or weak internet connection. clearing cache and data actually makes the app slower.,1,feature accessibility
nice app even small amount big help to load up my prepaid load ty,5,user friendliness
It is very convenient in paying bills and other expenses..,5,user friendliness
Not a friendly app.... 😏 👎 Always went wrong your app... 😏 👎 And most of all a Stubborn app. 😏 👎 .... YOUR APP IS ABSOLUTELY INCOMPETENT! 😏 👎,1,user friendliness
"delete all my info !!! such a waste of time with an useless app , i can easily repaid but they declined. DONT USE THIS APP !!! DELETE ALL MY INFO !!! this app is a BIG SCAMM theyre not here to help you Theyre here just to collect your info and give it to the third parties !!! where can i report this Scamm app",1,data privacy
"Rubbish app. I have had many successful account openings with other digital banks, and this is the first time my ID (Driver's license) got rejected 'cause ""we currently do not support the ID you've submitted"" lol",1,registration /  security features
"aside from unionbank, this gotyme bank are also the best. it's easy to create an account and the app is not lagging or even crashing. the best for me so far.",5,user friendliness
Very poor service,1,customer service
Nice app... Easy to use,4,user friendliness
Tang inang apps to manduroga sa customer nila walang kwentang loan apps pinag ddugaan ang customer dkana mag loan bigla kana lang lang mag kka meron ulit tang Ina nyu wala kau kwenta,1,transaction legitimacy
"Always have an offer eh Wala Naman aq apply, pero pag nag submit failed Naman, kumukuha lang kayo Ng files para magamit nyo 🤬🤬🤬🤬",1,data privacy /  transaction approval
easy to access,4,user friendliness
"There is a tech issue with the Deposit Check feature. My account is not showing up in the list of Target Accounts. I reported this by email, to which I received some open-ended answer like We are bringing this to the attention of our technical team. I never heard from PSBank after that. LiveChat doesn't work. Customer Support in the online banking site doesn't work either. It always says my session has timed out, even when I pasted my message and submitted the form immediately upon logging in. It feels as though PSBank doesn't like to hear negative feedback from customers. It has been more than a week, and the issue remains unresolved. Because of these experiences, I can say PSBank customer service is virtually non-existent.",2,customer service /  feature accessibility
very reliable and convenient..nothing to say negative..deserve 5star,5,transaction legitimacy
It's nice to know that there are financial players here like GoTyme 💯 Someone who understands their consumers with the high rates and all.,5,savings interest /  user incentive
Still checking how it goes. The app UI needs fixing to avoid delay and confusion... Thanks And as i thought the process did not went well... If you dont want wasting your time filling information with 1 week or repayment and high interest so stop accessing this...... Whew changing my rating from 3 to 1.... You still have chance to improve though. Keep it up!,1,user friendliness /  loan interest /  leniency
Sometimes money is tight and you are too embarrassed to ask your friends to borrow money. You can use the super fast loan software. The payment is very fast. It is a recommended loan application,5,transaction speed
"When it comes to choosing small-amount loans, I prefer small-amount loan apps that don’t boast about it. Currently, you can apply using your mobile phone. It’s very convenient and suitable for personal loans.",5,user friendliness
Ang bagal mag reply ng Cs Nila . Maaabutan ka nalang ng due date d pa sila mag rereply,1,customer service
"Loan Shark. XXXX not recommended. Always 7 days repayment, not even a smsll-scale business can survived with their short payment term, high interest, and take note of their offered ""installment"" that is considered a joke and insult. False ads.",1,leniency
Pahirapan Ang mag apply,1,registration
my preferred credit card. super hassle free. user friendly and all of your needs are just one swipe away. 🥰🥰🥰,5,user friendliness
Pag need namin ng cash dto tlga pero mataas ang tubo nila sobra,5,loan interest
"created a Seabank account since last year and never had a problem so far, I hope for free transfer forever! 😁",5,transaction fees
Auto log off pag mag pa-fund transfer. Saan kaya ang problem,1,feature accessibility
"Very convenient, easy access, user friendly.",5,user friendliness
There is no way I can redeem points. In your hotline there is no way I can talk to a representative. It is just self service banking..,3,customer service
"Love this app, pwde akong mka bayad ng bill ko sa anteco ng hnd umaalis ng bahay at nag loload din Ako at supper easy sa pag widraw ng pera.. hnd naman problema kung ma block Yung account ko kung sakali makalimutan ko Yung password kasi Meron naman Silang RESET CREDENTIALS na maaring mabuksan ulit❤️❤️❤️❤️",5,user friendliness /  user incentive /  security features
madali lapitan at maasahan sa oras ng pangangailangan dito kna sa wow pera.. emergency pay bills dito madali ka lang makakahiram.,4,transaction speed
Very reliable apps when it comes to emergency needing money. 👏,5,transaction legitimacy /  transaction speed
"Fast service and hassle free shopping. 5 Star Mocasa, the best!",5,transaction speed
my savings account is not even reflecting on the new app. I have it on my old app as well as the online banking. How come it is not linked with my profile for the new app???,1,feature accessibility
"My satisfaction with OwnBank stems from its multifunctional app. It facilitates diverse transactions, fund transfers, and more, often devoid of transaction fees. Kudos to OwnBank! 👍",5,transaction flexibility /  transaction fees
"I want to use this bpi to make payments and everything, but i dont know how to use it. Thanks!",5,user friendliness
Im experiencing some issues That Some Other device Log In my Acc I want To Delete My Account because You don't Approved my Loan .. Please Delete my Acc in your digido app Now ! I can't Find deletion In The app .. I didn't Approved to borrow so Please Delete my Acc!!,1,data privacy /  transaction approval
Easy to apply. wil change to 5 stars if I got my loan,3,user friendliness
Nice approach of the staff...very convenient...,5,customer service
Very useful for me. You just have to pay via maya. Very life saver if you have no cash and stores are accepting maya payment. Nakaka sad lang kasi 21 days lang ang longest tenure. Can you extend guys kahit 30 days? Thank you anyways. Highly recommended! This app is user friendly and I have not experienced any issues while using this. Never pa pinakaba sa mga payment. Hehe. You can also borrow cash and pay bills. I usually buy my load here. I so love this app. Everything you need is in this app!,5,transaction flexibility /  leniency /  user friendliness /  user incentive
Disappointed very not accommodating. Fake app. And a stilling data app. Getting all your information and after it. It says not approved. . Do not installed And don't apply. Cures to this app.,1,data privacy /  transaction approval
Please address the hassle cause when we have to go to our respective banks to cash in and there should be other options for purpose of transaction.,3,transaction speed
pag good payer ka mas tataasan nila ang iyong hiram..thanks mabilis cash.,5,transaction speed
"This app is useless and will only waste your time. Always ""Unable to connect to the server"" error.",1,feature accessibility
Very accommodating po ang mga staff and very friendly po ...,5,customer service
Nice and easy❤️,5,user friendliness
New version is not good .. no security for my account.. I hope you will add the lock and unlock card and the transaction limits. That's the feature of old version I really like because there's an account security...,1,feature accessibility
"Agents are very rude, sarcastic and lacks empathy. Di man lang marunong mag handle ng call. Napaka attitude pa! They dont know how to handle a customer. Sabihan pa ko ng ""Okay lang po naintindihan ko po. Ganyan po talaga mga client, masusungit."" After I apologized about my attitude?? Really? I apologized to her because I was rude on set of the call and since she was able to help me out, I said my apologies but then she gave me that answer? Very rude. Train your agents jusko. Kanal attitude",1,customer service
So fast no hussle ..so easy to best recommended💯,5,transaction speed /  user friendliness
Simple and very easy to loan my app and savings. Apply now,5,user friendliness
Nice app. I can pay online using the card.,4,transaction flexibility
The worst bank ever. It will take hours just to speak with their credit card reps. I had nothing but bad experiences with this bank,1,customer service
"It is easy to apply online banking like transferring money to other accounts ,i like this",4,user friendliness
I love using the app. I appreciate the 15 free transfer. I have told my friends about this already. we're changing from Gcash or Maya to Seabank,5,user incentive
"Speed ​​loans, loans wallet phones.",5,transaction speed
Simple app,5,user friendliness
This lending company they said there company is bulid to not help people they want is to higher income for there self.. That why the processing fee is to high.. The processing is depfend what amount you loan in there company. Almost a half of your loan is for there company.. This company help you to be miserable and they said a bad and disgusting thing to people or in there client,1,transaction fees
Ok for me... Gives me convenience in checking my balance and updates me of my acct. Payable in time...,5,feature accessibility
"I like this so far. You'll get your first loan without deductions, plus 4 mos.to pay! The process was fast and easy, fast disbursement. I will recommend this for sure",5,transaction speed
high interest and everyday credit agad sa account mo... easy to use at no bank charges for various transfers... thumbs up,5,user friendliness
Do you have a number that I can call? It is so hard to reach you. What if we have a very urgent matter that need's to be addressed. I am waiting for an update about my Robinsons voucher.,1,customer service
"Habang lumalaki ang mocasa app, bumubuti ang app at mas gumaganda ang kanilang mga merchant",5,user incentive
"I select repay but its open apps again, can you fix this please.",1,feature accessibility
Nag ooffer ng reloan pero pag nag reloan ka ndi kana makakareloan good payer naman ... haixt Mr cash,1,leniency
WORST CUSTOMER SERVICE ONCE MAG FLOAT YUNG FUNDS NYO MATAGAL BAGO MABALIK OR WORST DINA NILA IBALIK PLUS WALANG KWENTA ANG CUSTOMER SERVICE NILA WALANG PROGRESS!!! MAGANDA SANA TRNASACTION KASO ANG PANGET PAG NAG FLOAT PERA WALANG BALIKAN !!!,1,customer service
Easy app navigation and easy loan terms. Thank you very much!,5,user friendliness
"Great,mababait ang mga empleyado,thanks.",5,customer service
Low interest and very quick to disbursed. Thanks,5,loan interest /  transaction speed
Mas pinadali,5,user friendliness
Hindi ko na maopen app khit tama nman username at password. ING is the best in terms of online banking. Kaao umalis na sila ng Pinas. Basura yung app nyo kumpara sa kanila.,1,registration
So many bugs in the app,1,feature accessibility
"Waste of effort, verify is to hard to activate",1,security features
Pinakamababa ang interes sa lahat ng loan app.,5,loan interest
"Very good app, easy to apply and fast approval",5,transaction speed /  user friendliness
Easy and fast approval and good customer service,5,customer service /  transaction speed /  user friendliness
"never upload this application, at the 1st time of attaempt to loan 3,500 but service fee is half already of the loan you will borrow, not good..",1,leniency
Client friendly..,5,user friendliness
Its been more than a week that I could not open the app using my phone. I did try to uninstall and reinstall it again but it didn't work. What is taking you so long to fix the problem?,2,feature accessibility
its easy to used apps i like it i hope i approve more power PesoQ,5,user friendliness
What kind of a app that citi have...youre ratings is poor..so disappointing how many times did i call but no action at all..no body in youre customer service would i talk too..your system is horrible..how can i see my soa if we did not open my apps in my cp if i try to activate it says that error error.fix this prblem as soon as possible your ratings for me is 0....,1,customer service
You will experience harassments from them. Never ever borrow from this kind of loans.,1,leniency
So many things need to do and yet in the end you'll get rejected for loan. Lol,1,transaction approval
it's easy to use and what makes it different from other online banking is that you can monitor the daily interest of your money straight from the app ... Hopefully there would be more options for cash in/ deposit in the next few update .,5,user friendliness
"Last July 25, 2023, may tumawag and text ang sabi taga Wowpera daw sya. Buong araw syang nag followup at sabi nya may problema daw sa system nila kaya na ang advise niya i-send na lang sa gcash no. Ng TL daw nila. Ginawa ko naman. Then the ff. Day may nagpafollowup na ang sabi unpaid daw ako. Nareport ko na sa customer servie nila, nascam pala ako. May advise si CS nila na i-disregard na ung call/txt from their colletion team pero until now mlang dami pa din nagfollowup. No coordination.",3,leniency /  transaction legitimacy
"Short clear and simple transactions, will not waste your time",5,user friendliness
Always auto declined. Frustrating.,1,transaction approval
I like the apps..it's very convenient 👍👍👍,5,user friendliness
The interest and other fees are to high,1,loan interest /  transaction fees
"The only app I used for quick loans, easy to use. I now have more than 20k loanable amount which I use for paying bills",5,user friendliness
This apps by far is easy to use and has a long term for payment. You can pay your loan for 3 terms and their interest is not that high.,5,leniency /  loan interest /  user friendliness
I cannot recover my account. Pano na ung balance ko sa App. Na addressed narin sa customer service ng Palawan until now hindi padin nila naayos. Mas mahirap pa kesa sa bank magrecover ng account sa app na ito. Hindi safe gamitin.,1,transaction legitimacy /  customer service
Very helpful & very useful in every way!Thank you so much UNIONBANK,5,user friendliness
Very quick response,4,transaction speed
Sobrang bagal!,1,loading speed
I regret using this app. There agents are very rude. They keep on calling you like hell. I hate this app. There interest are so high and they will not even consider paying delay. I just hope they will be happy living there life in earth cause I am sure they will burn in hell,1,leniency
were having a connection issue daw.,1,loading speed
The interest rate and service fee is way too high!,1,loan interest /  transaction fees
"So convenient to use, and big interest. Best thing is free of charge transfer. 200% excellent",5,user friendliness /  savings interest /  transaction fees
App keeps crashing. Wont even open. Such a hassle.,1,feature accessibility
legit app mabilis mag approved and madali lang mag apply,5,user friendliness
"buggy, plenty of features disappear when you need them the most",2,feature accessibility
Yes it is fast disbursement but Poor system on updating payments... They keep on calling even if you are paid.. that keep on distirbing you all time even if I already paid....,1,transaction speed
"If there will be a zero, I will rate this. Too lag and unworthy app. Phishing info and untrusted DO NOT DOWNLOAD.",1,loading speed /  data privacy
easy to apply,5,user friendliness
very unreliable app! Stupid evaluations.,1,transaction approval
Good at first but when you struggle to earn money they are harsh,1,leniency
"Best app ever...I've had a great experience using it since last month, it gives you the freedom to pay easily in 4 steps.",5,user friendliness
Mabilis very accommodating..walang hassle..,5,transaction speed
"DISAPPOINTED this apps is very useless,they ask for loan then yet they ask for feedback,and your loan is dis-approved..how can you help people with emergency need,if this apps is useless?",1,transaction approval
Really fast transaction and only applied less than 5 minutes. So happy to transact here.,5,transaction speed
Totally harassing kahit bayad ka na. Pinagbabayd pa ako ng nabayaran ko na.,1,leniency
"This app is good in the first months of use but lately, I've experience floating transactions. Imagine if you need the money because of emergency, you still need to wait for 11 days. That sucks. Will consider transferring my fund to other banks now.",1,transaction speed
wonderful app... easy to apply.... thanks plentina...,5,user friendliness
Upon the aprroval of application the i was disaappointed becoz the almost half the amount of loan to be received. So many charges. Not reccommneded.,3,transaction approval
Fast processing. Good job,5,transaction speed
Fast and simply to use.,5,transaction speed /  user friendliness
Application is so easy .. In just one id... I now in full access to all feutures,3,user friendliness
"fast approval and disbursement but too high fees and High interest plus rude customer service!Bad Loan Application,this is scam!",1,customer service /  loan interest
"Worst online loan app ever! Super high interest. I loan an amount of 4000 lest 200 processing fee I get 3,800 and you need to pay it for 1 week with interest of 448. Total of 4,648 for 1 week only. Super worst. Don't ever loan here guys if you don't want to get stress.",1,leniency
"Hindi ko na kailangan pang pumila sa mga lending companies at mag-antay ng hours dahil sa app na ito, maaari ko na pong makuha ang pautang sa loob lamang ng ilang minuto",5,transaction speed
Very Fast transaction but too high interest rate😭,5,loan interest /  transaction speed
"I can understand the need for improved security, but this new app has gone pretty much over the top! It has become very cumbersome to use. I have to hop over to my sms and email apps just to get otps. In some instances i get timed out due to spotty connections then redo everything. The OTP over sms and maybe the passcode would have been sufficient...the otp over the email is too much. whoever designed this app probably had very limited experience in app/user dialogue.",1,security features
Good and faster loans,5,transaction speed
Can access my account for more than 24 hours and now funds says inaccessible.,1,feature accessibility
Takes a lot of time to sign up. You need to do it over and over again. 😢,1,transaction speed
Hard to change password,1,registration
Waste of time downloading your apps after you got my information you reject my loan application just like that. I'm So disappointed. I hope that my information in your apps are safe. And also my credentials.Thank you for wasting my time. For that give you no star at all,1,transaction approval
App stops working everytime I try to log in. I'm not able to use the app at the moment.,3,feature accessibility
Can't create account people developing this app must be lazy it's so inconvenient you know?,1,registration
Ang bilis! easy to filled up Info. Thank you.,5,transaction speed /  user friendliness
love the app and its free transfer. Daily interest is the best. This is way better than traditional bank who offers very low interest PA,5,transaction fees /  savings interest
"This app is Simply amazing I really love ❤ And banking with CIMB is my greatest Good experience accessible easy to use and very fast process in all services thank CIMB,",5,transaction speed /  user friendliness
High rate during transfer fee for payment.,4,leniency /  loan interest /  transaction fees
does not have the option pick up cash anywhere.. bdo digital banking app is much better,1,feature accessibility
I totally really liked this it's first time but it really works for our emergency needs,5,transaction speed
Easy to use best Loan Application,4,user friendliness
"I am done with my application last june, and expected that it will be approved right away, but taliwas sa advertising nyo po. It is also pending in for like a minute or an hour. Applied 8000 php got rejected pa, I don't understand because I followed all instructions needed at your App. Even the contacts you needed it's all active pa, but then got rejected. So, unfair. 😞 I am capable of paying naman po.  In the first place, I am tempted to give my info because I badly need the money for emrgncy",1,transaction approval
Very very Poor /worst & terrible app and bank.. very hard & difficult to access and register ..its almost 4 years ive visited your branch in katipunan and nothing happens..almost email and call your hotline everyday since 2018..until now i cant register my acc..how can i check my salary if your sytem has so many problem..buti pa.bdo madali lang at maayos..please delete this app asap & immediately,1,registration /  customer service
Easy to deal with.,5,user friendliness
"This app is great! They really make user privacy a priority, and the reviews process online is super speedy. They also promise a fast lending process, and I can confirm it's true. After paying back my loan on time, I noticed my lending limit increased. I recommend it to everyone I know!",5,transaction speed
Very fast assist for loan and very accommodating..thank you for very fast transaction..,5,transaction speed
It will help to my business. Very easy to register thank you and more power,5,registration
Horrible experience metrobank cannot transfer money there are a lot of passcodes saying incorrect more attempts and cannot used it 😭 👎👎👎👎👎 even 1 star don't deserve it,1,security features
This apps is very disapointed sa add nataas daw aproval rate scam ndi tottoo un wag nyo idodownload tong apps nah to nangunguha lg ng information,1,data privacy /  transaction approval
I need to transfer my money to other bank when i click the amount they not working please fix this,1,feature accessibility
Doesn't work. Please make sure it works before facing-out the old app!,1,feature accessibility
"Sana pwedeng ma delete o edit and removed yung namali na create na Goals like investing and for your family savings. Hays nabadtrip Ako sa kakahanap kung pano madelete, bawal na Pala pag once na nagawa mona😞",1,feature accessibility
Wag kayo mag attempt mang hiram dito. Grabi ang laki tubo. Lahat ng comment ay high interest 50%. Masahol pa sa bombay. Modern nga pati % ay modern din. 🤪🤪🤪🤪,1,loan interest
tonik help our financial problem especially in time of troubles,5,transaction legitimacy
Hndi maganda kasi once merun n nkaregister s phone hndi na pwdeng makalog in ibang account . . Sna ayusin nila n pwdeng ilang account pwde s isang cp lang .. un dpat ang tuonan pansin nila slamt .. qng isa lang cp m panu ka mkalog in s iba cp kung ung cp nman merun n nkalog in,2,registration
They need to have live chat agent to answer inquiries.,1,customer service
Thanks to help of my financial situation.... 👌,5,transaction legitimacy
"i like this better than the new one, developers please dont shutdown this app. this was more convenient than the new one.",5,feature accessibility
Ang lakas mang haras ng mga agent dito hindi past due ang account ko pero grabe na sila mag message at tumawag. Dont ever try this lending app. abuso sa interest at bastos mga agent dito. They will send a message na they dont tollerate their agent na rude but read the reviews. Never download this use dont use their service I just delete my account with them.,1,customer service
"I will rate this app 5star, it's very easy to loan on this app, within 5 mins of processing my loan was approved and i received the exact amount right on time, and also iv'e experience good quality of service, agents and customer service are very respectful and kind, Thank you for this app .",5,customer service
"not working,always closing whenever i tried to sign in",1,registration
"The review speed and loan amount are very satisfactory. Good loan software. Whether it is a loan service or a loan wallet, the customer service quickly approved it for me.",5,customer service /  transaction approval /  transaction speed
I provided the correct infos but the app said something went wrong..how can I use the new version of the app..please fix this issue youre giving inconvinience to your users,1,feature accessibility
"I hate this apps if I recover my account so, very fast and the message so very late 😒😒",1,security features
Very usefull app. Satisfied user here,5,user friendliness
Tanga netong apps na to yung kagaguhan nilang pagsusulatin kapa sa papel ginawa mo naman tapos gov id pa sinend ko tapos rejected siraulo kayo nagnanakaw lang ata kayo ng info,1,data privacy /  transaction approval
"Very useful ,",5,transaction flexibility
easy to apply loan,5,user friendliness
Good service past due Ako sa payment ko pero no harassment Po galing sa knila,5,customer service
"I love skyro, plss try dis its super helping loans and maliit mg tubo hnd katulad ng ibang loans apps the best ito i recommend it to all my friends and family❤️",5,loan interest
Pesobuffet has made it possible for me to pursue my ambitions without financial obstacles. I am grateful for the opportunity to have received a loan and recommend this app to anyone in need of funds.,4,transaction speed
Loveyou Billease for making our life easier.Hindi ka pahirap and full of consideration,5,leniency
"Better than the old app! There are still a lot of opportunites to address though and I hope that enhancements can be done as soon as the issue is identified. But so far, I must say there have been significant improvements.",4,feature accessibility
There's always an error whenever I log in. Can't rely to this app when you need it.,1,feature accessibility
Apps not working after the update!! Good job! Hehe,1,app installation
"PLEASE DONT KILL THIS APP. THIS IS VERY USEFUL SPECIALLY TO THE OFW. THE NEW APP IS HARD TO USE IT LOAD SO SLOW AND IT DOESNT WORK. I DONT LIKE NEW NEW APP I TRIED TO INSTALL IT BUT IT DOESNT EVEN WORK WITH MY DEVICE. THIS OLD APP IS VERY EASY TO USE, FRIENDLY TO ALL PHONES SPECIALLY TO THE OLD PHONES. PLEASE DONT REMOVE THIS APP WE NEED THIS THAN THE NEW ONE. PLEASE LISTEN TO YOUR COSTUMERS WE ALL DOESNT WANT YOUR NEW APP. BETTER UPDATE THIS OLD THAN TRANSFER US TO NEW!!!. 😠",4,feature accessibility
Too much processing fee and short term. Very unprofessional. And agents are so mean and they do harassment! They are threatening. I will report this to the authority!,1,leniency
